jahr,geber,politikbereich,betrag,plz,name
2013,16,02,81000,56,ComFort-GmbH
2013,16,02,45000,56,ComFort-GmbH
2013,16,02,129537,56,ComFort-GmbH
2013,16,02,113393,56,ComFort-GmbH
2013,16,02,126000,56,ComFort-GmbH
2013,16,02,148480,56,ComFort-GmbH
2013,16,02,128320,56,ComFort-GmbH
2013,16,02,63000,56,ComFort-GmbH
2013,16,02,18000,56,ComFort-GmbH
2013,16,02,183961,56,ComFort-GmbH
2013,16,02,57574,56,ComFort-GmbH
2013,16,02,57574,56,ComFort-GmbH
2013,16,02,99000,56,ComFort-GmbH
2013,16,02,90000,56,ComFort-GmbH
2013,16,02,58079,56,ComFort-GmbH
2013,16,02,23685,56,ComFort-GmbH
2013,16,02,65636,56,ComFort-GmbH
2013,16,02,63000,56,ComFort-GmbH
2013,16,02,63000,56,ComFort-GmbH
2013,16,02,45000,56,ComFort-GmbH
2013,16,02,45600,56,ComFort-GmbH
2012,20,20,95360,56,ComFort-GmbH
2012,20,20,6075,56,ComFort-GmbH
2012,20,20,12293,56,ComFort-GmbH
2013,20,20,63572,56,ComFort-GmbH
2013,20,20,72000,56,ComFort-GmbH
2013,20,20,11585,56,ComFort-GmbH
2010,23,02,30812,56,ComFort-GmbH
2010,23,02,30124,56,ComFort-GmbH
2010,23,02,44784,56,ComFort-GmbH
2010,23,02,47688,56,ComFort-GmbH
2010,23,02,5775,56,ComFort-GmbH
2010,23,02,48544,56,ComFort-GmbH
2010,23,02,12018,56,ComFort-GmbH
2010,23,02,12018,56,ComFort-GmbH
2010,23,02,20199,56,ComFort-GmbH
2010,23,02,27082,56,ComFort-GmbH
2010,23,02,4666,56,ComFort-GmbH
2010,23,02,30900,56,ComFort-GmbH
2010,23,02,107696,56,ComFort-GmbH
2010,23,02,36042,56,ComFort-GmbH
2011,23,02,43152,56,ComFort-GmbH
2011,23,02,42826,56,ComFort-GmbH
2011,23,02,57355,56,ComFort-GmbH
2011,23,02,11230,56,ComFort-GmbH
2011,23,02,11231,56,ComFort-GmbH
2011,23,02,44015,56,ComFort-GmbH
2011,23,02,43573,56,ComFort-GmbH
2011,23,02,43612,56,ComFort-GmbH
2011,23,02,32644,56,ComFort-GmbH
2011,23,02,43047,56,ComFort-GmbH
2011,23,02,64714,56,ComFort-GmbH
2011,23,02,45000,56,ComFort-GmbH
2011,23,02,70440,56,ComFort-GmbH
2011,23,02,13553,56,ComFort-GmbH
2011,23,02,129424,56,ComFort-GmbH
2011,23,02,14400,56,ComFort-GmbH
2011,23,02,95974,56,ComFort-GmbH
2015,16,02,51618,56,ComFort-Schulungszentrum GmbH
2015,16,02,51202,56,ComFort-Schulungszentrum GmbH
2015,16,02,54000,56,ComFort-Schulungszentrum GmbH
2015,16,02,54000,56,ComFort-Schulungszentrum GmbH
2015,16,02,6000,56,ComFort-Schulungszentrum GmbH
2015,16,02,30720,56,ComFort-Schulungszentrum GmbH
2015,16,02,94120,56,ComFort-Schulungszentrum GmbH
2015,16,02,29495,56,ComFort-Schulungszentrum GmbH
2015,16,02,56416,56,ComFort-Schulungszentrum GmbH
2015,16,02,55607,56,ComFort-Schulungszentrum GmbH
2015,16,02,72677,56,ComFort-Schulungszentrum GmbH
2015,16,02,73339,56,ComFort-Schulungszentrum GmbH
2015,16,02,52500,56,ComFort-Schulungszentrum GmbH
2015,16,02,52500,56,ComFort-Schulungszentrum GmbH
2015,16,02,59266,56,ComFort-Schulungszentrum GmbH
2015,16,02,54219,56,ComFort-Schulungszentrum GmbH
2015,16,02,18484,56,ComFort-Schulungszentrum GmbH
2016,16,02,53865,56,ComFort-Schulungszentrum GmbH
2016,16,02,53995,56,ComFort-Schulungszentrum GmbH
2016,16,02,48120,56,ComFort-Schulungszentrum GmbH
2016,16,02,39546,56,ComFort-Schulungszentrum GmbH
2016,16,02,4800,56,ComFort-Schulungszentrum GmbH
2016,16,02,58313,56,ComFort-Schulungszentrum GmbH
2016,16,02,58297,56,ComFort-Schulungszentrum GmbH
2016,16,02,24484,56,ComFort-Schulungszentrum GmbH
2016,16,02,25848,56,ComFort-Schulungszentrum GmbH
2016,16,02,16628,56,ComFort-Schulungszentrum GmbH
2016,16,02,37946,56,ComFort-Schulungszentrum GmbH
2016,16,02,15052,56,ComFort-Schulungszentrum GmbH
2014,20,20,171648,56,ComFort-Schulungszentrum GmbH
2014,20,20,331200,56,ComFort-Schulungszentrum GmbH
2014,20,20,320000,56,ComFort-Schulungszentrum GmbH
2010,23,20,81002,56,ComFort-Schulungszentrum GmbH
2010,23,20,43599,56,ComFort-Schulungszentrum GmbH
2010,23,20,80601,56,ComFort-Schulungszentrum GmbH
2010,23,20,102774,56,ComFort-Schulungszentrum GmbH
2010,23,20,81240,56,ComFort-Schulungszentrum GmbH
2011,23,20,30921,56,ComFort-Schulungszentrum GmbH
2011,23,20,70155,56,ComFort-Schulungszentrum GmbH
2011,23,20,65561,56,ComFort-Schulungszentrum GmbH
2011,23,20,67910,56,ComFort-Schulungszentrum GmbH
2016,20,20,173264,56,ComFort-Schulungszentrum GmbH
2016,20,20,119910,50,Comhard Ges. f. Bildung und Personalentwicklung mbH
2013,16,02,108000,50,Comhard Gesellschaft für Bildung und Personalentwicklung mbH
2013,16,02,208260,50,Comhard Gesellschaft für Bildung und Personalentwicklung mbH
2013,16,02,1273338,50,Comhard Gesellschaft für Bildung und Personalentwicklung mbH
2013,16,02,13800,50,Comhard Gesellschaft für Bildung und Personalentwicklung mbH
2013,16,02,6900,50,Comhard Gesellschaft für Bildung und Personalentwicklung mbH
2013,16,02,316671,50,Comhard Gesellschaft für Bildung und Personalentwicklung mbH
2013,16,02,136912,50,Comhard Gesellschaft für Bildung und Personalentwicklung mbH
2015,16,02,598641,50,Comhard Gesellschaft für Bildung und Personalentwicklung mbH
2015,16,02,687455,50,Comhard Gesellschaft für Bildung und Personalentwicklung mbH
2015,16,02,44002,50,Comhard Gesellschaft für Bildung und Personalentwicklung mbH
2015,16,02,31136,50,Comhard Gesellschaft für Bildung und Personalentwicklung mbH
2015,16,02,77131,50,Comhard Gesellschaft für Bildung und Personalentwicklung mbH
2015,16,02,61829,50,Comhard Gesellschaft für Bildung und Personalentwicklung mbH
2015,16,02,74771,50,Comhard Gesellschaft für Bildung und Personalentwicklung mbH
2015,16,02,64284,50,Comhard Gesellschaft für Bildung und Personalentwicklung mbH
2016,16,02,106110,50,Comhard Gesellschaft für Bildung und Personalentwicklung mbH
2016,16,02,131603,50,Comhard Gesellschaft für Bildung und Personalentwicklung mbH
2016,16,02,176682,50,Comhard Gesellschaft für Bildung und Personalentwicklung mbH
2016,16,02,2783,50,Comhard Gesellschaft für Bildung und Personalentwicklung mbH
2014,16,02,67819,50,Comhard GmbH
2014,16,02,5829,50,Comhard GmbH
2014,16,02,444350,50,Comhard GmbH
2014,16,02,7357,50,Comhard GmbH
2014,16,02,3678,50,Comhard GmbH
2014,16,02,214928,50,Comhard GmbH
2014,16,02,57449,50,Comhard GmbH
2014,16,02,26012,50,Comhard GmbH
2014,16,02,75971,50,Comhard GmbH
2014,16,02,42315,50,Comhard GmbH
2009,23,02,27400,50,Comhard GmbH
2009,23,02,11553,50,Comhard GmbH
2009,23,02,23350,50,Comhard GmbH
2009,23,02,3250,50,Comhard GmbH
2009,23,02,15746,50,Comhard GmbH
2009,23,02,26760,50,Comhard GmbH
2009,23,02,12231,50,Comhard GmbH
2009,23,02,11480,50,Comhard GmbH
2009,23,02,29848,50,Comhard GmbH
2009,23,02,26627,50,Comhard GmbH
2009,23,20,87281,50,Comhard GmbH
2012,16,02,5145,50,COMHARD GmbH, Gesellschaft für Computer-Kommunikation-Bildung
2012,16,02,2645,50,COMHARD GmbH, Gesellschaft für Computer-Kommunikation-Bildung
2012,16,02,1250,50,COMHARD GmbH, Gesellschaft für Computer-Kommunikation-Bildung
2012,16,02,13486,50,COMHARD GmbH, Gesellschaft für Computer-Kommunikation-Bildung
2012,16,02,97359,50,COMHARD GmbH, Gesellschaft für Computer-Kommunikation-Bildung
2012,16,02,9971,50,COMHARD GmbH, Gesellschaft für Computer-Kommunikation-Bildung
2012,16,02,10319,50,COMHARD GmbH, Gesellschaft für Computer-Kommunikation-Bildung
2012,16,02,3680,50,COMHARD GmbH, Gesellschaft für Computer-Kommunikation-Bildung
2012,16,02,1840,50,COMHARD GmbH, Gesellschaft für Computer-Kommunikation-Bildung
2012,16,02,95187,50,COMHARD GmbH, Gesellschaft für Computer-Kommunikation-Bildung
2012,16,02,40422,50,COMHARD GmbH, Gesellschaft für Computer-Kommunikation-Bildung
2012,20,20,30935,50,COMHARD GmbH, Gesellschaft für Computer-Kommunikation-Bildung
2012,20,20,101791,50,COMHARD GmbH, Gesellschaft für Computer-Kommunikation-Bildung
2013,20,20,120925,50,COMHARD GmbH, Gesellschaft für Computer-Kommunikation-Bildung
2013,20,20,16817,50,COMHARD GmbH, Gesellschaft für Computer-Kommunikation-Bildung
2014,20,20,112292,50,COMHARD GmbH, Gesellschaft für Computer-Kommunikation-Bildung
2011,23,02,1981,50,COMHARD GmbH, Gesellschaft für Computer-Kommunikation-Bildung
2011,23,02,200,50,COMHARD GmbH, Gesellschaft für Computer-Kommunikation-Bildung
2011,23,02,200,50,COMHARD GmbH, Gesellschaft für Computer-Kommunikation-Bildung
2011,23,02,20225,50,COMHARD GmbH, Gesellschaft für Computer-Kommunikation-Bildung
2011,23,02,736,50,COMHARD GmbH, Gesellschaft für Computer-Kommunikation-Bildung
2011,23,02,19029,50,COMHARD GmbH, Gesellschaft für Computer-Kommunikation-Bildung
2011,23,02,14040,50,COMHARD GmbH, Gesellschaft für Computer-Kommunikation-Bildung
2011,23,02,14029,50,COMHARD GmbH, Gesellschaft für Computer-Kommunikation-Bildung
2011,23,02,274718,50,COMHARD GmbH, Gesellschaft für Computer-Kommunikation-Bildung
2011,23,02,110150,50,COMHARD GmbH, Gesellschaft für Computer-Kommunikation-Bildung
2010,23,02,42275,50,COMHARD GmbH, Gesellschaft für Computer--Schulung - Kommunikation-Bildung mbH
2010,23,02,2604,50,COMHARD GmbH, Gesellschaft für Computer--Schulung - Kommunikation-Bildung mbH
2010,23,02,12194,50,COMHARD GmbH, Gesellschaft für Computer--Schulung - Kommunikation-Bildung mbH
2010,23,02,62246,50,COMHARD GmbH, Gesellschaft für Computer--Schulung - Kommunikation-Bildung mbH
2010,23,02,88337,50,COMHARD GmbH, Gesellschaft für Computer--Schulung - Kommunikation-Bildung mbH
2010,23,02,53790,50,COMHARD GmbH, Gesellschaft für Computer--Schulung - Kommunikation-Bildung mbH
2010,23,02,246520,50,COMHARD GmbH, Gesellschaft für Computer--Schulung - Kommunikation-Bildung mbH
2012,28,28,20000,159,Comitatus Software AG
2016,28,28,20000,93,comjoo business solutions GmbH
2016,28,28,20000,93,comjoo business solutions GmbH
2012,28,28,75320,167,ComMehr GmbH
2015,28,28,120000,102,ComMehr GmbH
2016,28,28,4443,102,ComMehr GmbH
2011,29,28,58325,601,commercetools GmbH
2011,29,28,514550,601,commercetools GmbH
2009,29,28,3670,22,Commit'ad GmbH i. G.
2011,05,17,1498,157,Community Channel Europe e. V.
2012,16,02,9683,157,Community Channel Europe e. V.
2013,16,02,19400,157,Community Channel Europe e. V.
2014,16,02,1564,157,Community Channel Europe e. V.
2009,23,02,2770,157,Community Channel Europe e. V.
2009,23,02,2770,157,Community Channel Europe e. V.
2010,23,02,9737,157,Community Channel Europe e. V.
2010,23,02,9737,157,Community Channel Europe e. V.
2011,23,02,10023,157,Community Channel Europe e. V.
2011,23,02,4119,157,Community Channel Europe e. V.
2012,05,17,1466,157,Community Channel Europe e.V.
2013,05,17,620,157,Community Channel Europe e.V.
2014,01,17,3500,136,Community Impulse e. V.
2014,28,28,262180,178,Compact Laser Solutions GmbH
2011,29,28,15000,316,Compact Laser Solutions GmbH
2013,28,28,20000,119,Companisto GmbH
2014,28,28,20000,189,Companisto GmbH
2014,28,28,20000,189,Companisto GmbH
2015,28,28,20000,143,Companisto GmbH
2015,28,28,20000,143,Companisto GmbH
2015,28,28,10437,143,Companisto GmbH
2015,11,14,1493,287,COMPASS - PSYCHOSOZIALE PRAXIS gGmbH
2016,11,14,1493,290,COMPASS - PSYCHOSOZIALE PRAXIS gGmbH
2014,16,02,2781,287,COMPASS - PSYCHOSOZIALE PRAXIS gGmbH
2014,16,02,7064,287,COMPASS - PSYCHOSOZIALE PRAXIS gGmbH
2013,28,28,58630,111,Compass Security Deutschland GmbH
2014,11,14,1493,287,COMPASS-PSYCHOSOZIALE PRAXIS gGMBH
2013,28,28,286430,139,competitionline Verlagsgesellschaft mbH
2015,28,28,285000,139,competitionline Verlagsgesellschaft mbH
2016,28,28,15000,83,complevo GmbH
2009,05,13,4500,160,Computertreff 40 Plus e. V.
2010,05,13,3500,160,Computertreff 40 Plus e. V.
2011,05,02,1569,160,Computertreff 40 Plus e. V.
2011,05,13,6152,160,Computertreff 40 Plus e. V.
2010,23,02,5000,34,Concept social e. V.
2016,01,23,14845,00,conceptfabrik
2009,29,28,372288,489,conceptQ GmbH
2016,28,28,14280,74,Condat AG
2009,29,28,273050,74,Condat AG
2009,29,28,18450,74,Condat AG
2013,28,28,13986,74,Condat Aktiengesellschaft
2014,28,28,55500,598,Condé Nast Verlag GmbH
2016,28,28,8000,260,Conference tools (CT) GmbH
2016,28,28,4572,176,Confidence Center Information Logistics AG
2009,29,28,4430,53,congaz berlin visual mediacompany GmbH
2010,29,28,59660,275,Congen Biotechnologie GmbH
2010,15,17,277410,62,Consense Gesellschaft zur Förderung von Kultur GmbH
2011,15,17,288400,62,Consense Gesellschaft zur Förderung von Kultur GmbH
2012,15,17,305004,62,Consense Gesellschaft zur Förderung von Kultur GmbH
2013,15,17,303450,62,Consense Gesellschaft zur Förderung von Kultur GmbH
2015,15,17,324240,62,Consense Gesellschaft zur Förderung von Kultur GmbH
2016,15,17,415380,62,Consense Gesellschaft zur Förderung von Kultur GmbH
2011,15,17,53494,62,Consense Gesellschaft zur Förderung von Kultur GmbH
2014,14,17,14000,62,Consense Gesellschaft zur Förderung von Kultur mbH
2009,15,17,323882,62,Consense Gesellschaft zur Förderung von Kultur mbH
2014,15,17,313840,62,Consense Gesellschaft zur Förderung von Kultur mbH
2009,15,17,278300,62,Consense Gesellschaft zur Förderung von Kultur mbH
2013,30,17,900000,62,Consense Gesellschaft zur Förderung von Kultur mbH
2014,30,17,123400,62,Consense Gesellschaft zur Förderung von Kultur mbH
2012,27,05,75000,93,Consistorium der Französischen Kirche zu Berlin
2013,30,16,280000,93,Consistorium der Französischen Kirche zu Berlin HUGENOTTENKIRCHE
2009,30,16,300000,93,Consistorium der Französischen Kirche zu Berlin, HUGENOTTENKIRCHE
2011,26,05,55000,93,Consistorium zu Berlin Fontane
2009,15,17,70000,62,Constanza Macras / Dorky Park GmbH
2015,15,17,85000,23,Constanza Macras | DorkyPark GmbH
2011,15,17,120000,23,Constanza Macras I Dorkypark GmbH
2012,15,17,120000,23,Constanza Macras I DorkyPark GmbH
2013,15,17,120000,23,Constanza Macras I DorkyPark GmbH
2014,15,17,120000,23,Constanza Macras I DorkyPark GmbH
2015,15,17,199240,23,Constanza Macras I DorkyPark GmbH
2016,15,17,362000,23,Constanza Macras I DorkyPark GmbH
2010,15,17,90000,62,Constanza Macras I DorkyPark GmbH
2012,15,17,75000,23,Constanza Macras I DorkyPark GmbH
2013,15,17,80000,23,Constanza Macras I DorkyPark GmbH
2015,15,17,13000,23,Constanza Macras I DorkyPark GmbH
2013,28,28,10500,173,Constin GmbH
2014,28,28,2584,173,Constin GmbH
2014,28,28,11550,173,Constin GmbH
2014,28,28,12726,173,Constin GmbH
2015,28,28,12726,173,Constin GmbH
2015,28,28,60000,173,Constin GmbH
2015,28,28,5000,173,Constin GmbH
2009,29,28,7860,173,Constin GmbH
2011,29,28,5000,173,Constin GmbH
2010,29,28,14680,467,construktiv GmbH
2011,09,17,3000,362,contact-Jugendhilfe und Bildung gGmbH
2013,28,28,1679600,327,CONTAG AG
2009,29,28,37910,327,CONTAG GmbH
2014,28,28,13650,70,CONTECS engineering services GmbH
2015,28,28,13650,70,CONTECS engineering services GmbH
2014,28,28,282730,458,Content Fleet GmbH
2014,28,28,639999,458,Content Fleet GmbH
2015,28,28,2720,210,Content Flow UG (haftungsbeschränkt)
2016,28,28,2720,210,Content Flow UG (haftungsbeschränkt)
2015,28,28,391888,139,Contentful GmbH
2015,28,28,930000,139,Contentful GmbH
2015,28,28,1850,120,ContentPro Aktiengesellschaft Inhalte für elektronische Medien
2015,28,28,2505,120,ContentPro Aktiengesellschaft Inhalte für elektronische Medien
2016,28,28,2550,120,ContentPro Aktiengesellschaft Inhalte für elektronische Medien
2009,29,28,39240,107,Context TV Gesellschaft mitbeschränkter Haftung
2011,06,17,3000,105,Contra Medienwerkstatt e. V.
2013,06,17,2500,105,ContraMedienwerkstatt e. V.
2012,06,17,3000,105,ContraMedienwerkstatt e.V.
2014,28,28,3000,283,ConVency delicious food GmbH
2015,28,28,2100,283,ConVency delicious food GmbH
2016,28,28,2250,283,ConVency delicious food GmbH
2016,27,25,73438,609,Convert Alpha Invest GmbH
2010,29,28,153558,192,Converteam GmbH
2013,28,28,2522,31,Convia GmbH
2014,28,28,4094,31,Convia GmbH
2015,28,28,3572,31,Convia GmbH
2010,29,28,59179,217,CONWORX Technology GmbH
2015,05,28,10000,154,coopolis GmbH
2016,05,28,20000,154,coopolis GmbH
2014,15,17,70889,154,coopolis GmbH
2015,15,17,49471,154,coopolis GmbH
2012,16,02,9994,154,Coopolis GmbH
2014,16,02,8000,154,Coopolis GmbH
2015,16,02,476,154,Coopolis GmbH
2012,16,02,7500,82,copa living
2010,22,21,493,238,Cöpenicker Wanderfreunde e. V.
2011,22,21,205,51,Cöpenicker Wanderfreunde e. V.
2012,22,21,205,51,Cöpenicker Wanderfreunde e. V.
2013,22,21,371,51,Cöpenicker Wanderfreunde e. V.
2014,22,21,878,49,Cöpenicker Wanderfreunde e. V.
2014,22,21,180,228,Cöpenicker Wanderfreunde e. V.
2015,22,21,1165,49,Cöpenicker Wanderfreunde e. V.
2016,22,21,1141,49,Cöpenicker Wanderfreunde e. V.
2013,28,09,7023,284,COPRA System GmbH
2009,29,28,102800,78,copy print Kopie & Druck GmbH
2010,29,28,5990,194,copyeasy GmbH & Co. KG
2011,11,17,1650,210,Corbo-Kleinkunstbühne
2014,28,28,48120,83,Core 3d Centres Berlin GmbH
2015,16,02,1833,120,coress GmbH
2010,29,28,120760,353,COREtransform GmbH
2013,28,28,1828250,338,Coriant GmbH
2009,29,28,229189,374,Cornelsen Verlag GmbH
2010,29,28,25000,374,Cornelsen Verlag GmbH
2011,29,28,25000,374,Cornelsen Verlag GmbH
2012,28,28,13860,165,CORSYDE GmbH
2011,29,28,2980,165,CORSYDE GmbH
2014,28,28,384862,70,Corsyde International GmbH & Co. KG
2013,28,28,3724,91,Corussoft GmbH
2013,28,28,20000,91,Corussoft GmbH
2014,16,02,7597,157,Cosima e. V.
2014,16,13,3000,157,Cosima e. V.
2010,30,04,65000,348,Courage gegen Fremdenhass e. V.
2011,30,04,74000,348,Courage gegen Fremdenhass e. V.
2013,30,20,80000,348,Courage gegen Fremdenhass e. V.
2012,28,28,3000,53,Coyando GmbH
2014,28,28,10423,97,Cozy Classics Collection
2016,28,28,65460,275,CPO Cellular Phenomics & Oncology Berlin-Buch GmbH
2011,29,28,3000,217,CP-ProteQ GmbH
2014,16,02,64512,08,CQ Beratung & Bildung GmbH
2014,16,02,28910,08,CQ Beratung & Bildung GmbH
2014,16,02,157410,08,CQ Beratung & Bildung GmbH
2014,16,02,41516,08,CQ Beratung & Bildung GmbH
2014,16,02,261468,08,CQ Beratung & Bildung GmbH
2014,16,02,55552,08,CQ Beratung & Bildung GmbH
2014,16,02,93184,08,CQ Beratung & Bildung GmbH
2014,16,02,41472,08,CQ Beratung & Bildung GmbH
2014,16,02,156,08,CQ Beratung & Bildung GmbH
2015,28,28,322000,139,Crate.IO GmbH
2015,28,28,650000,139,Crate.IO GmbH
2015,28,28,165780,622,crealytics GmbH
2015,28,28,810000,622,crealytics GmbH
2010,29,28,9858,12,Create Berlin e. V.
2010,29,28,26766,12,Create Berlin e. V.
2014,30,17,109000,210,Create Berlin e. V.
2014,30,17,71000,210,Create Berlin e. V.
2012,28,28,844822,12,Create Berlin e.V.
2010,23,02,9720,105,Creative Experts e. V.
2014,28,28,20000,62,creative workline GmbH
2014,28,28,18450,62,creative workline GmbH
2016,28,28,3360,62,creative workline GmbH
2016,28,28,2256,62,creative workline GmbH
2014,28,28,4900,82,Cringle GmbH
2014,28,28,20000,82,Cringle GmbH
2015,28,28,3400,355,Cringle GmbH
2015,28,28,2800,355,Cringle GmbH
2015,28,28,1358,82,Cringle GmbH
2015,28,28,440000,82,Cringle GmbH
2015,28,28,73220,82,Cringle GmbH
2015,28,28,20000,82,Cringle GmbH
2016,28,28,3200,136,Cringle GmbH
2014,28,28,1500,155,CRISP-Crisis Simulation for Peace e. V.
2015,28,28,1500,155,CRISP-Crisis Simulation for Peace e. V.
2014,28,28,20000,120,Croniq Ingenieurgesellschaft mbH
2014,28,28,20000,10,CrossMediaArt Böving UG (haftungsbeschränkt)
2012,28,28,368344,143,Crowd Guru GmbH
2015,28,28,20000,63,Crowd IP GmbH
2015,28,28,3400,62,Crowd Relations UG (haftungsbeschränkt)
2016,28,28,2520,82,Crowdee GmbH
2011,29,28,18450,33,Crowdpark GmbH
2014,28,28,20000,79,CRP Bauingenieure GmbH
2016,28,28,12000,10,CRUBA GmbH
2009,29,28,10690,217,Cruso GmbH für Informations-und Navigationssysteme
2010,29,28,18450,217,Cruso GmbH für Informations-und Navigationssysteme
2012,28,28,112400,215,CryLaS Crystal Laser Systems GmbH
2009,29,28,18450,215,CryLaS Crystal Laser Systems GmbH
2009,29,28,7590,215,CryLaS Crystal Laser Systems GmbH
2012,28,28,14980,337,CryoSnow GmbH
2010,29,28,18450,337,CryoSnow GmbH
2011,29,28,14630,337,CryoSnow GmbH
2012,28,28,108400,215,Crystal GmbH Kristalle Sensorik Optik
2009,29,28,1750,215,Crystal GmbH Kristalle Sensorik Optik
2013,28,28,3000,215,Crystal GmbH, Kristalle, Sensorik, Optik
2012,28,28,14350,217,Crystal Photonics GmbH
2013,28,28,4910,217,Crystal Photonics GmbH
2013,28,28,5350,217,Crystal Photonics GmbH
2013,28,28,81370,217,Crystal Photonics GmbH
2013,28,28,3750,217,Crystal Photonics GmbH
2014,28,28,20000,217,Crystal Photonics GmbH
2014,28,28,2099,217,Crystal Photonics GmbH
2014,28,28,6997,217,Crystal Photonics GmbH
2014,28,28,2252,217,Crystal Photonics GmbH
2015,28,28,8200,217,crystal photonics GmbH
2015,28,28,5850,217,crystal photonics GmbH
2015,28,28,3008,217,crystal photonics GmbH
2016,28,28,2834,217,Crystal Photonics GmbH
2016,28,28,8100,217,Crystal Photonics GmbH
2016,28,28,3196,217,Crystal Photonics GmbH
2011,29,28,14000,217,Crystal Photonics GmbH
2010,29,28,18450,217,crystal-photonics GmbH
2010,29,28,43240,217,crystal-photonics GmbH
2010,29,28,205667,217,crystal-photonics GmbH
2014,28,28,5000,63,CSV Service-Vertrieb-Kopieren GmbH
2015,17,14,36630,269,CT Toddler Berlin gUG (haftungsbeschränkt)
2010,29,28,150640,221,CTA Chemie- und Tankanlagenbau GmbH & Co. KG
2016,30,17,9800,291,CUCO - curatorial concepts berlin e. V.
2012,04,17,3000,154,Culture Democracy e. V.
