id,label
00,0
85,1067
140,1127
244,1277
262,1309
472,3046
473,3050
502,4040
507,4103
508,4109
509,4317
568,6108
575,6406
583,6886
602,7426
608,7745
632,8468
645,9322
01,10004
02,10015
03,10042
04,10061
05,10062
06,10099
07,10110
08,10115
09,10116
10,10117
11,10118
12,10119
13,10120
14,10125
15,10128
16,10149
17,10159
18,10165
19,10168
20,10175
21,10177
22,10178
23,10179
24,10180
25,10181
26,10207
27,10210
28,10211
29,10234
30,10243
31,10244
32,10245
33,10247
34,10249
35,10251
36,10255
37,10267
38,10274
39,10279
40,10313
41,10315
42,10317
43,10318
44,10319
45,10322
46,10359
47,10362
48,10365
49,10367
50,10369
51,10385
52,10405
53,10407
54,10408
55,10409
56,10410
57,10423
58,10425
59,10427
60,10435
61,10437
62,10439
63,10507
64,10533
65,10551
66,10552
67,10553
68,10555
69,10556
70,10557
71,10559
72,10560
73,10585
74,10587
75,10589
76,10599
77,10617
78,10623
79,10625
80,10627
81,10629
82,10630
83,10639
84,10664
86,10691
87,10707
88,10709
89,10711
90,10713
91,10715
92,10717
93,10719
94,10727
95,10756
96,10770
97,10772
98,10777
99,10779
100,10781
101,10783
102,10784
103,10785
104,10786
105,10787
106,10788
107,10789
108,10790
109,10791
110,10792
111,10793
112,10796
113,10823
114,10825
115,10827
116,10829
117,10831
118,10834
119,10855
120,10864
121,10888
122,10897
123,10924
124,10926
125,10928
126,10942
127,10961
128,10963
129,10965
130,10966
131,10967
132,10969
133,10975
134,10987
135,10997
136,10998
137,10999
138,11033
139,11047
141,11497
142,12001
143,12006
144,12035
145,12040
146,12043
147,12045
148,12047
149,12049
150,12051
151,12053
152,12054
153,12055
154,12057
155,12059
156,12083
157,12087
158,12092
159,12099
160,12101
161,12102
162,12103
163,12105
164,12107
165,12109
166,12112
167,12157
168,12159
169,12161
170,12163
171,12165
172,12167
173,12169
174,12176
175,12187
176,12200
177,12203
178,12205
179,12206
180,12207
181,12209
182,12245
183,12247
184,12249
185,12257
186,12277
187,12279
188,12305
189,12307
190,12309
191,12311
192,12345
193,12347
194,12349
195,12351
196,12353
197,12355
198,12357
199,12359
200,12407
201,12414
202,12416
203,12435
204,12436
205,12437
206,12439
207,12458
208,12459
209,12487
210,12489
211,12490
212,12498
213,12524
214,12526
215,12527
216,12529
217,12531
218,12533
219,12549
220,12555
221,12557
222,12559
223,12567
224,12572
225,12587
226,12589
227,12591
228,12598
229,12619
230,12621
231,12623
232,12627
233,12629
234,12631
235,12632
236,12638
237,12672
238,12679
239,12681
240,12683
241,12685
242,12687
243,12689
245,12787
246,12983
247,13043
248,13047
249,13049
250,13051
251,13053
252,13054
253,13055
254,13057
255,13059
256,13061
257,13062
258,13083
259,13086
260,13088
261,13089
263,13092
264,13096
265,13122
266,13125
267,13127
268,13129
269,13156
270,13158
271,13159
272,13162
273,13187
274,13189
275,13198
276,13287
277,13347
278,13349
279,13350
280,13351
281,13353
282,13354
283,13355
284,13356
285,13357
286,13358
287,13359
288,13360
289,13403
290,13405
291,13407
292,13408
293,13409
294,13413
295,13435
296,13437
297,13439
298,13442
299,13465
300,13467
301,13469
302,13474
303,13503
304,13504
305,13505
306,13507
307,13508
308,13509
309,13511
310,13512
311,13513
312,13514
313,13517
314,13518
315,13537
316,13578
317,13581
318,13583
319,13585
320,13587
321,13589
322,13591
323,13593
324,13595
325,13596
326,13597
327,13599
328,13627
329,13629
330,13817
331,13858
332,14046
333,14050
334,14052
335,14053
336,14055
337,14057
338,14059
339,14060
340,14089
341,14091
342,14107
343,14109
344,14110
345,14129
346,14159
347,14162
348,14163
349,14165
350,14167
351,14169
352,14171
353,14174
354,14175
355,14177
356,14180
357,14191
358,14192
359,14193
360,14194
361,14195
362,14196
363,14197
364,14198
365,14199
366,14209
367,14414
368,14457
369,14467
370,14468
371,14469
372,14471
373,14473
374,14482
375,14513
376,14532
377,14547
378,14548
379,14612
380,14621
381,14774
382,14959
383,14974
384,14979
385,15234
386,15236
387,15344
388,15366
389,15377
390,15528
391,15537
392,15566
393,15738
394,15741
395,15745
396,15754
397,15806
398,15827
399,15831
400,15848
401,16230
402,16244
403,16303
404,16321
405,16341
406,16348
407,16356
408,16515
409,16540
410,16545
411,16547
412,16548
413,16552
414,16556
415,16567
416,16727
417,16761
418,16766
419,16831
420,16837
421,16928
422,17034
423,17268
424,17429
425,18018
426,18209
427,19053
428,19055
429,19071
430,19243
431,19495
432,19783
433,20041
434,20075
435,20095
436,20097
437,20148
438,20149
439,20251
440,20253
441,20259
442,20457
443,20459
444,20537
445,21025
446,21149
447,21244
448,22087
449,22297
450,22299
451,22303
452,22397
453,22763
454,22765
455,22869
456,23549
457,23550
458,24645
459,24675
460,25462
461,25549
462,26031
463,26419
464,26427
465,28199
466,28357
467,30161
468,30163
469,30169
470,30173
471,30410
474,30559
475,30851
476,32758
477,33042
478,33106
479,33200
480,33455
481,33611
482,34117
483,34119
484,34127
485,34132
486,35013
487,36031
488,36100
489,37054
490,37073
491,38106
492,38116
493,38239
494,38442
495,38678
496,39104
497,40212
498,40219
499,40221
500,40223
501,40237
503,40545
504,40547
505,40880
506,41026
510,44139
511,45128
512,45130
513,45141
514,45219
515,45721
516,46242
517,47032
518,47051
519,47055
520,48027
521,48268
522,48282
523,48294
524,48691
525,49074
526,50496
527,50528
528,50667
529,50668
530,50670
531,50923
532,50933
533,50968
534,51103
535,51147
536,51598
537,52070
538,52072
539,53111
540,53113
541,53115
542,53134
543,53173
544,53175
545,53225
546,53757
547,55128
548,55131
549,56269
550,58050
551,58089
552,58507
553,59004
554,59494
555,60146
556,60311
557,60323
558,60329
559,60389
560,60431
561,60439
562,60487
563,60528
564,60596
565,61028
566,61031
567,61041
569,61312
570,61325
571,63065
572,63128
573,63512
574,63743
576,64204
577,64289
578,64297
579,65195
580,67021
581,67657
582,67663
584,69120
585,69121
586,69181
587,69190
588,69465
589,70023
590,70178
591,70184
592,70191
593,70469
594,70551
595,70567
596,70794
597,71296
598,72070
599,72770
600,73000
601,73760
603,75175
604,76131
605,76185
606,76532
607,77031
609,77694
610,77797
611,78467
612,78532
613,78713
614,79104
615,79730
616,80023
617,80084
618,80333
619,80335
620,80337
621,80539
622,80639
623,80686
624,80807
625,81826
